"SampleTime","Facility","Species","Adipose Clip","LAD_Race","Count Duration (minutes)","Pumping Duration (minutes)","SampleFraction","Study Type","Length","ExpandedSalvage","LAD_Loss","duplicateID","ArchiveID","LAD_KevinReece","GeneticAssignment","PosProb1","Group","PosProb2","Best","Comments","Salvage_KevinReece","Loss_KevinReece"
2011-03-22 04:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",130,4,2.88,1,"U110323CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","2.88"
2011-03-22 13:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",136,4,17.38,1,"U110049SWP","Winter","Winter",1,"Winter",1,"USacramentoRHwi","Changed from 18:00","4","17.38"
2011-03-22 20:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",137,4,2.88,1,"U110325CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","2.88"
2011-03-23 06:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",154,4,2.88,1,"U110342CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","2.88"
2011-03-23 08:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",124,4,2.88,1,"U110348CVP","Winter","Winter",0.999999,"Winter",0.999999,"USacramentoRHwi",NA,"4","2.88"
2011-03-28 09:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",126,4,17.88,1,"U110272SWP","Winter","Winter",1,"Winter",1,"USacramentoRHwi","Changed from 7pm","4","17.88"
2011-03-29 08:00:00,"SWP","Chinook Salmon","Unclipped","Winter",NA,NA,NA,"Second flush",147,1,4.33,1,"U110062SWP","Winter","Winter",0.98785,"Winter",0.98785,"USacramentoRHwi",NA,"1","4.33"
2011-03-29 13:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",156,4,16.96,1,"U110057SWP","Winter","Winter",0.997233,"Winter",0.997233,"USacramentoRHwi",NA,"4","16.96"
2012-02-16 10:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,85,0.35,"Normal count",152,2.83,2.26,1,"U120021CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"2.83","2.2599999999999998"
2012-02-18 18:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",152,4,3.19,1,"U120022CVP","Winter","Winter",0.999863,"Winter",0.999863,"USacramentoRHwi",NA,"4","3.19"
2012-02-23 09:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",130,4,18.01,1,"U120005SWP","Winter","Winter",1,"Winter",0.999998,"USacramentoRHwi",NA,"4","18.010000000000002"
2012-02-23 09:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",141,4,18.01,1,"U120004SWP","Winter","Winter",1,"Winter",0.999999,"USacramentoRHwi",NA,"4","18.010000000000002"
2012-02-24 09:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",143,4,17.94,1,"U120006SWP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","17.940000000000001"
2012-02-24 13:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",144,4,18.01,1,"U120008SWP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","18.010000000000002"
2012-02-24 15:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",146,4,18.01,1,"U120009SWP","Winter","Winter",0.9997,"Winter",0.999743,"USacramentoRHwi",NA,"4","18.010000000000002"
2012-02-28 03:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",147,4,16.8,1,"U120011SWP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","16.8"
2012-02-28 07:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",152,4,16.8,1,"U120012SWP","Winter","Winter",0.9999,"Winter",0.999904,"USacramentoRHwi",NA,"4","16.8"
2012-02-29 12:00:00,"SWP","Chinook Salmon","Unclipped","Winter",15,60,0.25,"Normal count",131,4,18.36,1,"U120017SWP","Winter","Winter",0.9996,"Winter",0.999573,"USacramentoRHwi",NA,"4","18.36"
2012-03-02 03:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",140,4,18.3,1,"U120019SWP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","18.3"
2012-03-02 03:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",167,4,18.3,1,"U120018SWP","Winter","Winter",1,"Winter",0.999982,"USacramentoRHwi",NA,"4","18.3"
2012-03-02 12:00:00,"CVP","Chinook Salmon","Unclipped","Winter",120,120,1,"Normal count",144,1,0.97,1,"U120024CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"1","0.97"
2012-03-05 01:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,60,0.5,"Normal count",142,2,9.94,1,"U120022SWP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"2","9.94"
2012-03-05 23:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,60,0.5,"Normal count",163,2,8.44,1,"U120025SWP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"2","8.44"
2012-03-06 01:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",121,4,16.85,1,"U120027SWP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","16.850000000000001"
2012-03-06 10:00:00,"SWP","Chinook Salmon","Unclipped","Winter",NA,NA,NA,"Second flush",132,1,4.33,1,"U120031SWP","Winter","Winter",1,"Winter",0.999999,"USacramentoRHwi",NA,"1","4.33"
2012-03-06 10:00:00,"SWP","Chinook Salmon","Unclipped","Winter",NA,NA,NA,"Second flush",134,1,4.33,1,"U120030SWP","Winter","Winter",1,"Winter",0.999989,"USacramentoRHwi",NA,"1","4.33"
2012-03-06 15:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",127,4,16.95,1,"U120035SWP","Winter","Winter",0.9321,"Winter",0.932085,"USacramentoRHwi",NA,"4","16.95"
2012-03-07 07:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",143,4,16.88,1,"U120044SWP","Winter","Winter",1,"Winter",0.999994,"USacramentoRHwi",NA,"4","16.88"
2012-03-07 07:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",157,4,16.88,1,"U120046SWP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","16.88"
2012-03-07 09:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",127,4,16.92,1,"U120049SWP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","16.920000000000002"
2012-03-07 09:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",130,4,16.92,1,"U120048SWP","Winter","Winter",0.9737,"Winter",0.973665,"USacramentoRHwi",NA,"4","16.920000000000002"
2012-03-07 17:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",162,4,16.88,1,"U120053SWP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","16.88"
2012-03-07 19:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",149,4,16.88,1,"U120054SWP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","16.88"
2012-03-08 15:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",130,4,16.98,1,"U120057SWP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","16.98"
2012-03-08 19:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",132,4,16.92,1,"U120058SWP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","16.920000000000002"
2012-03-10 13:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",108,4,18.16,1,"U120063SWP","Winter","Winter",1,"Winter",0.99998,"USacramentoRHwi",NA,"4","18.16"
2012-03-10 21:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",142,4,18.08,1,"U120066SWP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","18.079999999999998"
2012-03-10 21:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",150,4,18.08,1,"U120065SWP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","18.079999999999998"
2012-03-11 09:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",131,4,18.08,1,"U120067SWP","Winter","Winter",1,"Winter",0.999986,"USacramentoRHwi",NA,"4","18.079999999999998"
2012-03-11 09:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",139,4,18.08,1,"U120068SWP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","18.079999999999998"
2012-03-11 15:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",133,4,18.03,1,"U120069SWP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","18.03"
2012-03-12 23:59:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",120,4,3.52,1,"U120046CVP","Winter","Winter",0.999998,"Winter",0.999998,"USacramentoRHwi",NA,"4","3.52"
2012-03-16 10:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,90,0.33,"Normal count",111,3,2.64,1,"U120056CVP","Winter","Winter",0.997929,"Winter",0.997929,"USacramentoRHwi",NA,"3","2.64"
2012-03-17 18:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",142,4,3.19,1,"U120066CVP","Winter","Winter",0.999998,"Winter",0.999998,"USacramentoRHwi",NA,"4","3.19"
2012-03-17 20:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",122,4,3.19,1,"U120067CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","3.19"
2012-03-19 08:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",138,4,3.19,1,"U120082CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi","Changed from 128","4.0","3.19"
2012-03-19 16:00:00,"CVP","Chinook Salmon","Unclipped","Winter",120,120,1,"Normal count",128,1,0.8,1,"U120086CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"1","0.8"
2012-03-20 11:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",142,4,18.33,1,"U120080SWP","Winter","Winter",0.996,"Winter",0.996019,"USacramentoRHwi",NA,"4","18.18"
2012-03-21 16:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",117,4,3.19,1,"U120100CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","3.19"
2012-03-21 20:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",137,4,3.19,1,"U120107CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","3.19"
2012-03-21 22:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",124,4,3.19,1,"U120111CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","3.19"
2012-03-23 06:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",115,4,3.19,1,"U120121CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","3.19"
2012-03-24 06:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",143,4,3.19,1,"U120140CVP","Winter","Winter",0.999999,"Winter",0.999999,"USacramentoRHwi",NA,"4","3.19"
2012-03-26 14:00:00,"CVP","Chinook Salmon","Unclipped","Winter",60,120,0.5,"Normal count",118,2,1.59,1,"U120151CVP","Winter","Winter",0.999791,"Winter",0.999791,"USacramentoRHwi",NA,"2","1.59"
2012-03-31 09:00:00,"SWP","Chinook Salmon","Unclipped","Spring",30,120,0.25,"Normal count",94,4,16.16,1,"U120113SWP","Spring","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","16.16"
2012-03-31 15:00:00,"SWP","Chinook Salmon","Unclipped","Spring",30,120,0.25,"Normal count",118,4,16.88,1,"U120123SWP","Spring","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","16.88"
2012-03-31 17:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",124,4,16.85,1,"U120132SWP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","16.850000000000001"
2012-04-02 23:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",133,4,17.88,1,"U120148SWP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","17.88"
2012-12-13 06:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",110,4,2.6,1,"U120482CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","2.6"
2012-12-17 12:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",60,4,2.33,1,"U120486CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","2.33"
2013-03-05 06:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",110,4,3.19,1,"C130010CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","3.19"
2013-03-05 06:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",114,4,3.19,1,"C130008CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","3.19"
2013-03-05 06:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",121,4,3.19,1,"C130009CVP","Winter","Winter",0.999,"Winter",1,"USacramentoRHwi",NA,"4","3.19"
2013-03-05 06:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",122,4,3.19,1,"C130007CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","3.19"
2013-03-07 02:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",114,4,3.19,1,"C130011CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","3.19"
2013-03-07 11:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,60,0.5,"Normal count",119,2,8.56,1,"C130090SWP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"2","8.5598200000000002"
2013-03-07 21:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",110,4,17.98,1,"C130092SWP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","17.98488"
2013-03-09 06:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",119,4,3.19,1,"C130012CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","3.19"
2013-03-09 15:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",119,4,18.16,1,"C130095SWP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","18.162330000000001"
2013-03-09 17:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",117,4,18.06,1,"C130096SWP","Winter","Winter",0.999,"Winter",0.999,"USacramentoRHwi",NA,"4","18.066299999999998"
2013-03-09 20:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",110,4,3.19,1,"C130013CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","3.19"
2013-03-09 20:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",131,4,3.19,1,"C130015CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","3.19"
2013-03-10 11:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",111,4,18.14,1,"C130097SWP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","18.1386"
2013-03-10 13:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",113,4,18.12,1,"C130098SWP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","18.11469"
2013-03-10 22:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",121,4,3.19,1,"C130016CVP","Winter","Winter",0.999,"Winter",0.999,"USacramentoRHwi",NA,"4","3.19"
2013-03-14 16:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",223,4,3.52,1,"C130017CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","3.52"
2013-03-19 14:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,60,0.5,"Normal count",121,2,8.39,1,"C130103SWP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"2","8.3872900000000001"
2013-03-25 13:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",126,4,17.07,1,"C130118SWP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","17.06719"
2013-03-25 22:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",136,4,3.19,1,"C130101CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","3.19"
2013-03-27 08:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",120,4,3.19,1,"C130106CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","3.19"
2013-03-28 11:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",128,4,18.01,1,"C130128SWP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","18.011089999999999"
2013-03-28 13:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,60,0.5,"Normal count",135,2,8.98,1,"C130129SWP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"2","8.9835799999999999"
2014-03-03 10:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",111,4,3.52,1,"C140001CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","3.52"
2014-03-06 23:59:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",115,4,2.88,1,"C140005CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","2.88"
2014-03-07 14:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",109,4,2.88,1,"C140006CVP","Winter","Winter",0.95,"Winter",0.95,"USacramentoRHwi",NA,"4","2.88"
2014-03-08 14:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,90,0.33,"Normal count",118,3,2.16,1,"C140007CVP","Winter","Winter",0.99,"Winter",0.99,"USacramentoRHwi",NA,"3","2.16"
2014-03-11 20:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",112,4,2.88,1,"C140011CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","2.88"
2014-03-11 21:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",109,4,17.52,1,"C140090SWP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","17.515599999999999"
2014-03-12 14:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",116,4,2.88,1,"C140012CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","2.88"
2014-03-15 02:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",120,4,3.19,1,"C140015CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","3.19"
2014-03-17 16:00:00,"CVP","Chinook Salmon","Unclipped","Spring",30,90,0.33,"Normal count",93,3,1.9,1,"C140016CVP","Spring","Winter",1,"Winter",1,"USacramentoRHwi",NA,"3","1.9"
2014-03-18 14:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",111,4,2.88,1,"C140022CVP","Winter","Winter",0.96,"Winter",0.96,"USacramentoRHwi",NA,"4","2.88"
2014-03-19 20:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",124,4,2.88,1,"C140030CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","2.88"
2014-03-19 20:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",140,4,2.88,1,"C140029CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","2.88"
2016-01-28 02:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,60,0.5,"Normal count",77,2,8.59,1,"C160086SWP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"2","8.59"
2018-03-06 07:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",131,4,17.75,1,"C180088SWP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","17.75"
2018-03-06 07:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",132,4,17.75,1,"C180089SWP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","17.75"
2018-03-22 10:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",113,4,2.88,1,"C180018CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","2.88"
2018-03-22 20:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",116,4,2.88,1,"C180020CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","2.88"
2018-03-23 14:00:00,"CVP","Chinook Salmon","Unclipped","Spring",30,120,0.25,"Normal count",106,4,2.88,1,"C180030CVP","Spring","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","2.88"
2018-03-25 19:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",120,4,17.91,1,"C180099SWP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","17.91"
2018-03-29 17:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,60,0.5,"Normal count",118,2,8.8,1,"C180044SWP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","17.52"
2018-04-07 17:00:00,"SWP","Chinook Salmon","Unclipped","Spring",30,60,0.5,"Normal count",123,2,8.73,1,"C180545SWP","Spring","Winter",1,"Winter",1,"USacramentoRHwi",NA,"2","8.73"
2019-01-18 16:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",116,4,2.88,1,"C190005CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","2.88"
2019-01-28 18:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",152,4,2.88,1,"C190007CVP","Winter","Winter",0.998969,"Winter",0.998969,"USacramentoRHwi",NA,"4","2.88"
2019-01-29 20:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",130,4,2.88,1,"C190009CVP","Winter","Winter",0.995772,"Winter",0.995772,"USacramentoRHwi",NA,"4","2.88"
2019-02-03 16:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",90,4,2.54,1,"C190010CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","2.54"
2019-02-03 18:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",103,4,2.88,1,"C190011CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","2.88"
2019-02-14 17:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",100,4,16.65,1,"C190013SWP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","16.649999999999999"
2019-02-16 15:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",107,4,17.51,1,"C190085SWP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","17.510000000000002"
2019-02-17 09:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",121,4,17.94,1,"C190015SWP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","17.940000000000001"
2019-02-17 20:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",98,4,2.33,1,"C190384CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","2.33"
2019-02-17 20:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",102,4,2.6,1,"C190383CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","2.6"
2019-02-23 04:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,60,0.5,"Normal count",98,2,8.34,1,"C190028SWP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"2","8.34"
2019-02-23 21:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",140,4,17.52,1,"C190031SWP","Winter","Winter",0.998106,"Winter",0.998106,"USacramentoRHwi",NA,"4","17.52"
2019-02-28 12:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",99,4,2.33,1,"C190613CVP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","2.33"
2019-02-28 15:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",115,4,17.73,1,"C190035SWP","Winter","Winter",0.999998,"Winter",0.999998,"USacramentoRHwi",NA,"4","17.73"
2019-03-13 08:00:00,"CVP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",123,4,3.88,1,"C190782CVP","Winter","Winter",0.999987,"Winter",0.999987,"USacramentoRHwi",NA,"4","3.88"
2019-03-25 05:00:00,"SWP","Chinook Salmon","Unclipped","Spring",30,120,0.25,"Normal count",112,4,17.81,1,"C190058SWP","Spring","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","17.809999999999999"
2019-03-27 13:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",117,4,16.92,1,"C190059SWP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","16.920000000000002"
2019-03-30 11:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",135,4,18.08,1,"C190061SWP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","18.079999999999998"
2019-04-04 09:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,90,0.33,"Normal count",133,3,13.1,1,"C190066SWP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"3","13.1"
2019-04-04 14:00:00,"SWP","Chinook Salmon","Unclipped","Spring",30,60,0.5,"Normal count",109,2,8.72,1,"C190068SWP","Spring","Winter",1,"Winter",1,"USacramentoRHwi",NA,"2","8.7200000000000006"
2019-04-22 15:00:00,"SWP","Chinook Salmon","Unclipped","Spring",30,120,0.25,"Normal count",124,4,16.84,1,"C190141SWP","Spring","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","16.84"
2020-03-06 13:00:00,"SWP","Chinook Salmon","Unclipped","Winter",30,120,0.25,"Normal count",119,4,17.4,1,"C200001SWP","Winter","Winter",1,"Winter",1,"USacramentoRHwi",NA,"4","17.399999999999999"
