ID,SampleDate,ForkLength,Julian,GeneticID,PosProb,Ots28,LengthByDate,SampleDate2
U120247CVP,4/15/2012,95,290,Fall/LateFall,0.999,,Spring,4/15/2012 23:59
U120241CVP,4/15/2012,100,290,Fall/LateFall,0.997,,Spring,4/15/2012 18:00
U120245CVP,4/15/2012,108,290,Unassigned,0.531,,Spring,4/15/2012 22:00
U120253CVP,4/16/2012,89,291,Fall/LateFall,0.999,,Spring,4/16/2012 10:00
U120252CVP,4/16/2012,90,291,Spring,0.793,,Spring,4/16/2012 8:00
U120256CVP,4/16/2012,90,291,Spring,0.75,,Spring,4/16/2012 14:00
U120250CVP,4/16/2012,91,291,Fall/LateFall,0.991,,Spring,4/16/2012 4:00
U120251CVP,4/16/2012,110,291,Fall/LateFall,0.996,,Spring,4/16/2012 8:00
U120263CVP,4/17/2012,92,292,Fall/LateFall,0.957,,Spring,4/17/2012 16:00
U120265CVP,4/18/2012,143,294,Spring,0.877,,Winter,4/18/2012 14:00
U120278CVP,4/20/2012,82,295,Fall/LateFall,0.987,,Fall,4/20/2012 22:00
U120281CVP,4/21/2012,65,296,Fall/LateFall,0.961,,Fall,4/21/2012 20:00
U120284CVP,4/21/2012,84,296,Fall/LateFall,0.997,,Spring,4/21/2012 22:00
U120280CVP,4/21/2012,88,296,Fall/LateFall,0.975,,Spring,4/21/2012 18:00
U120283CVP,4/21/2012,96,296,Fall/LateFall,0.918,,Spring,4/21/2012 22:00
U120305CVP,4/23/2012,79,298,Fall/LateFall,0.971,,Fall,4/23/2012 22:00
U120291CVP,4/23/2012,91,298,Fall/LateFall,0.993,,Spring,4/23/2012 14:00
U120310CVP,4/24/2012,91,299,Fall/LateFall,0.883,,Spring,4/24/2012 23:59
U120308CVP,4/24/2012,93,299,Fall/LateFall,0.913,,Spring,4/24/2012 20:30
U120329CVP,4/26/2012,85,301,Fall/LateFall,0.975,,Fall,4/26/2012 22:00
U120331CVP,4/26/2012,86,301,Fall/LateFall,0.981,,Fall,4/26/2012 22:30
U120323CVP,4/26/2012,90,301,Fall/LateFall,0.986,,Spring,4/26/2012 22:00
U120330CVP,4/26/2012,91,301,Fall/LateFall,0.999,,Spring,4/26/2012 22:00
U120317CVP,4/26/2012,99,301,Spring,0.886,,Spring,4/26/2012 12:00
U120340CVP,4/30/2012,99,305,Fall/LateFall,0.988,,Spring,4/30/2012 23:59
U120342CVP,5/2/2012,89,307,Fall/LateFall,0.998,,Fall,5/2/2012 8:00
U120347CVP,5/4/2012,91,309,Fall/LateFall,0.995,,Spring,5/4/2012 12:00
U120345CVP,5/4/2012,98,309,Fall/LateFall,0.71,,Spring,5/4/2012 6:00
U120353CVP,5/7/2012,82,312,Fall/LateFall,0.999,,Fall,5/7/2012 12:00
U120352CVP,5/7/2012,96,312,Fall/LateFall,0.972,,Spring,5/7/2012 6:00
U120351CVP,5/7/2012,100,312,Fall/LateFall,0.837,,Spring,5/7/2012 6:00
U120360CVP,5/10/2012,90,315,Fall/LateFall,0.755,,Fall,5/10/2012 2:00
U120365CVP,5/11/2012,93,316,Fall/LateFall,0.991,,Fall,5/11/2012 10:00
U120368CVP,5/14/2012,75,319,Fall/LateFall,0.998,,Fall,5/14/2012 2:00
U120374CVP,5/14/2012,85,319,Fall/LateFall,0.986,,Fall,5/14/2012 10:00
U120378CVP,5/14/2012,86,319,Spring,0.637,,Fall,5/14/2012 14:00
U120386CVP,5/14/2012,90,319,Fall/LateFall,0.995,,Fall,5/14/2012 23:59
U120376CVP,5/14/2012,94,319,Fall/LateFall,0.875,,Fall,5/14/2012 12:00
U120379CVP,5/14/2012,95,319,Fall/LateFall,0.97,,Fall,5/14/2012 14:00
U120373CVP,5/14/2012,96,319,Fall/LateFall,0.934,,Fall,5/14/2012 10:00
U120382CVP,5/14/2012,101,319,Spring,0.783,,Spring,5/14/2012 22:00
U120389CVP,5/15/2012,84,320,Fall/LateFall,0.582,,Fall,5/15/2012 10:00
U120394CVP,5/15/2012,85,320,Fall/LateFall,0.687,,Fall,5/15/2012 20:00
U120392CVP,5/15/2012,90,320,Fall/LateFall,0.651,,Fall,5/15/2012 16:00
U120391CVP,5/15/2012,91,320,Fall/LateFall,0.982,,Fall,5/15/2012 14:00
U120397CVP,5/15/2012,100,320,Fall/LateFall,0.989,,Spring,5/15/2012 23:59
U120399CVP,5/16/2012,80,321,Fall/LateFall,0.993,,Fall,5/16/2012 6:00
U120400CVP,5/16/2012,86,321,Fall/LateFall,0.986,,Fall,5/16/2012 18:00
U120403CVP,5/16/2012,93,321,Spring,0.543,,Fall,5/16/2012 22:00
U120404CVP,5/17/2012,85,322,Fall/LateFall,0.969,,Fall,5/17/2012 4:00
U120411CVP,5/17/2012,86,322,Spring,0.644,,Fall,5/17/2012 22:00
U120406CVP,5/17/2012,90,322,Fall/LateFall,0.999,,Fall,5/17/2012 8:00
U120405CVP,5/17/2012,92,322,Fall/LateFall,0.845,,Fall,5/17/2012 8:00
U120410CVP,5/17/2012,95,322,Fall/LateFall,0.999,,Fall,5/17/2012 18:00
U120409CVP,5/17/2012,98,322,Fall/LateFall,1,,Fall,5/17/2012 14:00
U120413CVP,5/18/2012,81,323,Fall/LateFall,0.994,,Fall,5/18/2012 2:00
U120416CVP,5/18/2012,84,323,Spring,1,,Fall,5/18/2012 22:00
U120417CVP,5/18/2012,100,323,Fall/LateFall,0.738,,Spring,5/18/2012 22:00
U120419CVP,5/19/2012,87,324,Fall/LateFall,0.821,,Fall,5/19/2012 4:00
U120421CVP,5/23/2012,82,328,Fall/LateFall,0.994,,Fall,5/23/2012 22:00
U120422CVP,5/25/2012,93,330,Fall/LateFall,0.997,,Fall,5/25/2012 10:00
U120423CVP,5/26/2012,77,331,Fall/LateFall,0.994,,Fall,5/26/2012 23:59
U120426CVP,6/2/2012,88,338,Fall/LateFall,0.991,,Fall,6/2/2012 12:00
U120476CVP,12/4/2012,119,157,Fall/LateFall,0.963,,Winter,12/4/2012 0:00
U120482CVP,12/13/2012,110,166,Winter,1,,Winter,12/13/2012 0:00
U120486CVP,12/17/2012,60,170,Winter,1,,Winter,12/17/2012 0:00
U120488CVP,12/18/2012,127,171,Spring,0.969,,Winter,12/18/2012 0:00
U120487CVP,12/18/2012,132,171,Fall/LateFall,0.999,,Winter,12/18/2012 0:00
U120489CVP,12/18/2012,163,171,Fall/LateFall,0.982,,Late Fall,12/18/2012 0:00
C130000CVP,1/2/2013,134,186,Fall/LateFall,0.969,,Winter,1/2/2013 0:00
C130001CVP,2/6/2013,198,221,Fall/LateFall,0.999,,Winter,2/6/2013 0:00
C130002CVP,2/7/2013,180,222,Fall/LateFall,0.872,,Winter,2/7/2013 0:00
C130003CVP,2/8/2013,167,223,Spring,0.818,,Winter,2/8/2013 0:00
C130010CVP,3/5/2013,110,248,Winter,1,,Winter,3/5/2013 0:00
C130008CVP,3/5/2013,114,248,Winter,1,,Winter,3/5/2013 0:00
C130009CVP,3/5/2013,121,248,Winter,1,,Winter,3/5/2013 0:00
C130007CVP,3/5/2013,122,248,Winter,1,,Winter,3/5/2013 0:00
C130011CVP,3/7/2013,114,250,Winter,1,,Winter,3/7/2013 0:00
C130013CVP,3/9/2013,110,252,Winter,1,,Winter,3/9/2013 0:00
C130012CVP,3/9/2013,119,252,Winter,1,,Winter,3/9/2013 0:00
C130014CVP,3/9/2013,126,252,Fall/LateFall,0.989,,Winter,3/9/2013 0:00
C130015CVP,3/9/2013,131,252,Winter,1,,Winter,3/9/2013 0:00
C130016CVP,3/10/2013,121,253,Winter,0.999,,Winter,3/10/2013 0:00
C130017CVP,3/14/2013,223,257,Winter,1,,Winter,3/14/2013 0:00
C130018CVP,3/15/2013,118,258,Fall/LateFall,0.993,,Winter,3/15/2013 0:00
C130022CVP,3/21/2013,137,264,Fall/LateFall,0.999,,Winter,3/21/2013 0:00
C130023CVP,3/21/2013,139,264,Fall/LateFall,0.985,,Winter,3/21/2013 0:00
C130021CVP,3/21/2013,148,264,Fall/LateFall,0.993,,Winter,3/21/2013 0:00
C130024CVP,3/21/2013,168,264,Fall/LateFall,0.95,,Winter,3/21/2013 0:00
C130032CVP,3/22/2013,116,265,Winter,1,,Winter,3/22/2013 0:00
C130027CVP,3/22/2013,128,265,Fall/LateFall,0.978,,Winter,3/22/2013 0:00
C130051CVP,3/22/2013,134,265,Fall/LateFall,0.923,,Winter,3/22/2013 0:00
C130047CVP,3/22/2013,135,265,Fall/LateFall,0.966,,Winter,3/22/2013 0:00
C130046CVP,3/22/2013,144,265,Fall/LateFall,0.945,,Winter,3/22/2013 0:00
C130041CVP,3/22/2013,153,265,Fall/LateFall,1,,Winter,3/22/2013 0:00
C130078CVP,3/23/2013,132,266,Fall/LateFall,0.981,,Winter,3/23/2013 0:00
C130095CVP,3/24/2013,116,267,Winter,1,,Winter,3/24/2013 0:00
C130084CVP,3/24/2013,123,267,Winter,1,,Winter,3/24/2013 0:00
C130089CVP,3/24/2013,148,267,Fall/LateFall,0.949,,Winter,3/24/2013 0:00
C130098CVP,3/24/2013,171,267,Fall/LateFall,0.998,,Winter,3/24/2013 0:00
C130101CVP,3/25/2013,136,268,Winter,1,,Winter,3/25/2013 0:00
C130102CVP,3/25/2013,139,268,Fall/LateFall,0.996,,Winter,3/25/2013 0:00
C130106CVP,3/27/2013,120,270,Winter,1,,Winter,3/27/2013 0:00
C130116CVP,4/1/2013,138,275,Fall/LateFall,0.996,,Winter,4/1/2013 0:00
C140001CVP,3/3/2014,111,246,Winter,1,,Winter,3/3/2014 10:00
C140002CVP,3/3/2014,132,247,Fall/LateFall,0.95,,Winter,3/3/2014 23:59
C140003CVP,3/3/2014,144,247,Spring,0.61,,Winter,3/3/2014 22:00
C140005CVP,3/6/2014,115,250,Winter,1,,Winter,3/6/2014 23:59
C140004CVP,3/6/2014,165,250,Fall/LateFall,1,,Winter,3/6/2014 20:00
C140006CVP,3/7/2014,109,251,Winter,0.95,,Winter,3/7/2014 14:00
C140007CVP,3/8/2014,118,252,Winter,0.99,,Winter,3/8/2014 14:00
C140008CVP,3/10/2014,114,254,Unassigned,0.69,,Winter,3/10/2014 20:00
C140009CVP,3/11/2014,119,254,Fall/LateFall,1,,Winter,3/11/2014 8:00
C140011CVP,3/11/2014,112,255,Winter,1,,Winter,3/11/2014 20:00
C140010CVP,3/11/2014,192,255,Fall/LateFall,0.97,,Winter,3/11/2014 12:00
C140012CVP,3/12/2014,116,256,Winter,1,,Winter,3/12/2014 14:00
C140013CVP,3/12/2014,198,256,Fall/LateFall,0.97,,Winter,3/12/2014 20:00
C140014CVP,3/13/2014,65,256,Spring,0.55,,Spring,3/13/2014 6:00
C140015CVP,3/15/2014,120,258,Winter,1,,Winter,3/15/2014 2:00
C140016CVP,3/17/2014,93,261,Winter,1,,Spring,3/17/2014 16:00
C140018CVP,3/17/2014,100,261,Fall/LateFall,0.78,,Spring,3/17/2014 22:00
C140017CVP,3/17/2014,110,261,Spring,0.96,,Winter,3/17/2014 18:00
C140020CVP,3/18/2014,57,261,Spring,0.96,,Fall,3/18/2014 10:00
C140021CVP,3/18/2014,73,261,Fall/LateFall,0.78,,Spring,3/18/2014 10:00
C140019CVP,3/18/2014,213,261,Fall/LateFall,0.75,,Winter,3/18/2014 8:00
C140023CVP,3/18/2014,60,262,Fall/LateFall,1,,Fall,3/18/2014 20:00
C140024CVP,3/18/2014,82,262,Fall/LateFall,0.66,,Spring,3/18/2014 20:00
C140022CVP,3/18/2014,111,262,Winter,0.96,,Winter,3/18/2014 14:00
C140025CVP,3/18/2014,220,262,Fall/LateFall,1,,Winter,3/18/2014 23:59
C140026CVP,3/18/2014,252,262,Fall/LateFall,1,,Winter,3/18/2014 23:59
C140031CVP,3/19/2014,60,263,Fall/LateFall,0.98,,Fall,3/19/2014 20:00
C140028CVP,3/19/2014,104,263,Spring,0.96,,Spring,3/19/2014 18:00
C140027CVP,3/19/2014,123,263,Fall/LateFall,0.67,,Winter,3/19/2014 18:00
C140030CVP,3/19/2014,124,263,Winter,1,,Winter,3/19/2014 20:00
C140029CVP,3/19/2014,140,263,Winter,1,,Winter,3/19/2014 20:00
C140033CVP,3/20/2014,238,263,Fall/LateFall,1,,Winter,3/20/2014 2:00
C140032CVP,3/20/2014,260,263,Fall/LateFall,1,,Winter,3/20/2014 2:00
C140034CVP,3/20/2014,261,263,Fall/LateFall,1,,Winter,3/20/2014 2:00
C140037CVP,3/20/2014,65,264,Fall/LateFall,0.69,,Fall,3/20/2014 20:00
C140038CVP,3/20/2014,67,264,Fall/LateFall,0.98,,Fall,3/20/2014 20:00
C140036CVP,3/20/2014,68,264,Fall/LateFall,0.52,,Spring,3/20/2014 20:00
C140035CVP,3/20/2014,70,264,Fall/LateFall,0.95,,Spring,3/20/2014 20:00
C140040CVP,3/21/2014,80,265,Spring,0.72,,Spring,3/21/2014 18:00
C140041CVP,3/21/2014,84,265,Fall/LateFall,0.99,,Spring,3/21/2014 20:00
C140039CVP,3/21/2014,95,265,Spring,0.78,,Spring,3/21/2014 18:00
C140043CVP,3/22/2014,75,266,Fall/LateFall,0.99,,Spring,3/22/2014 18:00
C140042CVP,3/22/2014,211,266,Fall/LateFall,0.95,,Winter,3/22/2014 12:00
C140044CVP,3/27/2014,76,270,Fall/LateFall,1,,Spring,3/27/2014 2:00
C140045CVP,3/28/2014,93,271,Fall/LateFall,0.98,,Spring,3/28/2014 2:00
C140046CVP,3/28/2014,61,272,Fall/LateFall,0.67,,Fall,3/28/2014 14:00
C140047CVP,3/30/2014,89,273,Fall/LateFall,0.99,,Spring,3/30/2014 2:00
C140049CVP,4/1/2014,92,276,Fall/LateFall,0.82,,Spring,4/1/2014 14:00
C140048CVP,4/1/2014,98,276,Fall/LateFall,1,,Spring,4/1/2014 12:00
C140051CVP,4/2/2014,97,277,Fall/LateFall,1,,Spring,4/2/2014 12:00
C140050CVP,4/2/2014,203,277,Fall/LateFall,0.9,,Winter,4/2/2014 12:00
C140052CVP,4/3/2014,230,277,Fall/LateFall,0.93,,Winter,4/3/2014 8:00
C140053CVP,4/3/2014,87,278,Fall/LateFall,0.85,,Spring,4/3/2014 12:00
C140054CVP,4/4/2014,90,278,Fall/LateFall,0.83,,Spring,4/4/2014 8:00
C140062CVP,4/4/2014,81,279,Fall/LateFall,1,,Spring,4/4/2014 22:00
C140058CVP,4/4/2014,89,279,Fall/LateFall,1,,Spring,4/4/2014 20:00
C140059CVP,4/4/2014,90,279,Spring,0.93,,Spring,4/4/2014 20:00
C140061CVP,4/4/2014,91,279,Fall/LateFall,0.91,,Spring,4/4/2014 22:00
C140063CVP,4/4/2014,92,279,Spring,0.58,,Spring,4/4/2014 22:00
C140057CVP,4/4/2014,96,279,Fall/LateFall,0.99,,Spring,4/4/2014 20:00
C140064CVP,4/4/2014,176,279,Fall/LateFall,0.96,,Winter,4/4/2014 22:00
C140065CVP,4/4/2014,189,279,Fall/LateFall,0.99,,Winter,4/4/2014 22:00
C140055CVP,4/4/2014,190,279,Fall/LateFall,0.99,,Winter,4/4/2014 12:00
C140056CVP,4/4/2014,190,279,Fall/LateFall,0.89,,Winter,4/4/2014 12:00
C140060CVP,4/4/2014,225,279,Fall/LateFall,1,,Winter,4/4/2014 20:00
C140068CVP,4/5/2014,77,279,Fall/LateFall,1,,Spring,4/5/2014 4:00
C140072CVP,4/5/2014,80,279,Fall/LateFall,1,,Spring,4/5/2014 10:00
C140071CVP,4/5/2014,81,279,Fall/LateFall,0.99,,Spring,4/5/2014 6:00
C140066CVP,4/5/2014,82,279,Fall/LateFall,0.96,,Spring,4/5/2014 2:00
C140067CVP,4/5/2014,84,279,Fall/LateFall,0.76,,Spring,4/5/2014 2:00
C140070CVP,4/5/2014,84,279,Fall/LateFall,1,,Spring,4/5/2014 6:00
C140069CVP,4/5/2014,85,279,Fall/LateFall,0.64,,Spring,4/5/2014 4:00
C140073CVP,4/5/2014,83,280,Spring,0.98,,Spring,4/5/2014 16:00
C140074CVP,4/5/2014,84,280,Fall/LateFall,0.93,,Spring,4/5/2014 18:00
C140076CVP,4/5/2014,87,280,Fall/LateFall,0.98,,Spring,4/5/2014 22:00
C140075CVP,4/5/2014,88,280,Fall/LateFall,0.91,,Spring,4/5/2014 20:00
C140084CVP,4/6/2014,80,280,Fall/LateFall,0.99,,Spring,4/6/2014 10:00
C140078CVP,4/6/2014,81,280,Fall/LateFall,0.62,,Spring,4/6/2014 2:00
C140081CVP,4/6/2014,81,280,Fall/LateFall,0.99,,Spring,4/6/2014 4:00
C140079CVP,4/6/2014,83,280,Fall/LateFall,1,,Spring,4/6/2014 2:00
C140077CVP,4/6/2014,84,280,Fall/LateFall,0.95,,Spring,4/6/2014 2:00
C140080CVP,4/6/2014,90,280,Fall/LateFall,0.73,,Spring,4/6/2014 4:00
C140085CVP,4/6/2014,90,280,Fall/LateFall,0.99,,Spring,4/6/2014 10:00
C140086CVP,4/6/2014,80,281,Fall/LateFall,0.79,,Spring,4/6/2014 22:00
C140090CVP,4/7/2014,81,281,Fall/LateFall,1,,Spring,4/7/2014 6:00
C140088CVP,4/7/2014,84,281,Fall/LateFall,1,,Spring,4/7/2014 4:00
C140087CVP,4/7/2014,85,281,Fall/LateFall,0.89,,Spring,4/7/2014 2:00
C140091CVP,4/7/2014,85,281,Fall/LateFall,1,,Spring,4/7/2014 6:00
C140089CVP,4/7/2014,86,281,Fall/LateFall,0.8,,Spring,4/7/2014 4:00
C140092CVP,4/7/2014,90,282,Fall/LateFall,1,,Spring,4/7/2014 22:00
C140094CVP,4/8/2014,81,282,Fall/LateFall,0.68,,Spring,4/8/2014 6:00
C140093CVP,4/8/2014,87,282,Fall/LateFall,0.71,,Spring,4/8/2014 2:00
C140101CVP,4/9/2014,83,283,Fall/LateFall,0.99,,Spring,4/9/2014 6:00
C140095CVP,4/9/2014,88,283,Fall/LateFall,0.82,,Spring,4/9/2014 2:00
C140096CVP,4/9/2014,88,283,Fall/LateFall,1,,Spring,4/9/2014 2:00
C140098CVP,4/9/2014,89,283,Fall/LateFall,1,,Spring,4/9/2014 4:00
C140100CVP,4/9/2014,89,283,Fall/LateFall,0.98,,Spring,4/9/2014 6:00
C140097CVP,4/9/2014,90,283,Fall/LateFall,0.56,,Spring,4/9/2014 2:00
C140099CVP,4/9/2014,90,283,Fall/LateFall,0.83,,Spring,4/9/2014 4:00
C140105CVP,4/9/2014,75,284,Spring,0.81,,Fall,4/9/2014 23:59
C140103CVP,4/9/2014,79,284,Fall/LateFall,1,,Spring,4/9/2014 20:00
C140102CVP,4/9/2014,82,284,Unassigned,0.56,,Spring,4/9/2014 12:00
C140104CVP,4/9/2014,90,284,Fall/LateFall,0.77,,Spring,4/9/2014 23:59
C140106CVP,4/10/2014,91,284,Fall/LateFall,0.99,,Spring,4/10/2014 2:00
C140107CVP,4/10/2014,79,285,Fall/LateFall,1,,Spring,4/10/2014 12:00
C140108CVP,4/10/2014,186,285,Fall/LateFall,0.98,,Winter,4/10/2014 12:00
C140114CVP,4/11/2014,189,285,Fall/LateFall,0.83,,Winter,4/11/2014 10:00
C140112CVP,4/11/2014,191,285,Fall/LateFall,0.77,,Winter,4/11/2014 10:00
C140113CVP,4/11/2014,200,285,Fall/LateFall,0.96,,Winter,4/11/2014 10:00
C140111CVP,4/11/2014,201,285,Fall/LateFall,0.99,,Winter,4/11/2014 10:00
C140109CVP,4/11/2014,205,285,Fall/LateFall,0.86,,Winter,4/11/2014 6:00
C140110CVP,4/11/2014,222,285,Fall/LateFall,0.93,,Winter,4/11/2014 10:00
C140115CVP,4/11/2014,87,286,Fall/LateFall,0.99,,Spring,4/11/2014 12:00
C140116CVP,4/12/2014,88,287,Fall/LateFall,0.99,,Spring,4/12/2014 12:00
C140118CVP,4/13/2014,73,288,Fall/LateFall,1,,Fall,4/13/2014 14:00
C140117CVP,4/13/2014,79,288,Fall/LateFall,0.91,,Fall,4/13/2014 14:00
C140119CVP,4/14/2014,75,288,Spring,0.55,,Fall,4/14/2014 6:00
C140122CVP,4/14/2014,84,289,Fall/LateFall,0.93,,Spring,4/14/2014 16:00
C140120CVP,4/14/2014,85,289,Fall/LateFall,0.72,,Spring,4/14/2014 14:00
C140123CVP,4/14/2014,88,289,Spring,0.71,,Spring,4/14/2014 18:00
C140121CVP,4/14/2014,193,289,Fall/LateFall,1,,Winter,4/14/2014 16:00
C140124CVP,4/16/2014,82,291,Fall/LateFall,1,,Spring,4/16/2014 12:00
C140126CVP,4/16/2014,84,291,Spring,0.88,,Spring,4/16/2014 18:00
C140125CVP,4/16/2014,86,291,Fall/LateFall,0.97,,Spring,4/16/2014 16:00
C140127CVP,4/18/2014,84,292,Fall/LateFall,1,,Spring,4/18/2014 6:00
C140129CVP,4/18/2014,82,293,Fall/LateFall,1,,Fall,4/18/2014 18:00
C140133CVP,4/18/2014,83,293,Fall/LateFall,0.99,,Spring,4/18/2014 22:00
C140131CVP,4/18/2014,84,293,Fall/LateFall,1,,Spring,4/18/2014 20:00
C140134CVP,4/18/2014,84,293,Fall/LateFall,0.99,,Spring,4/18/2014 22:00
C140136CVP,4/18/2014,84,293,Fall/LateFall,0.95,,Spring,4/18/2014 23:59
C140135CVP,4/18/2014,86,293,Fall/LateFall,0.99,,Spring,4/18/2014 23:59
C140130CVP,4/18/2014,88,293,Fall/LateFall,1,,Spring,4/18/2014 20:00
C140132CVP,4/18/2014,89,293,Fall/LateFall,0.84,,Spring,4/18/2014 22:00
C140137CVP,4/19/2014,83,293,Fall/LateFall,1,,Spring,4/19/2014 2:00
C140139CVP,4/19/2014,85,293,Fall/LateFall,1,,Spring,4/19/2014 4:00
C140142CVP,4/19/2014,86,293,Fall/LateFall,1,,Spring,4/19/2014 6:00
C140138CVP,4/19/2014,88,293,Fall/LateFall,0.99,,Spring,4/19/2014 2:00
C140140CVP,4/19/2014,88,293,Fall/LateFall,1,,Spring,4/19/2014 4:00
C140146CVP,4/19/2014,68,294,Fall/LateFall,1,,Fall,4/19/2014 16:00
C140153CVP,4/19/2014,71,294,Fall/LateFall,1,,Fall,4/19/2014 20:00
C140154CVP,4/19/2014,72,294,Fall/LateFall,0.99,,Fall,4/19/2014 20:00
C140157CVP,4/19/2014,72,294,Fall/LateFall,1,,Fall,4/19/2014 22:00
C140155CVP,4/19/2014,73,294,Fall/LateFall,0.97,,Fall,4/19/2014 22:00
C140156CVP,4/19/2014,74,294,Spring,0.82,,Fall,4/19/2014 22:00
C140145CVP,4/19/2014,75,294,Fall/LateFall,0.99,,Fall,4/19/2014 16:00
C140152CVP,4/19/2014,75,294,Fall/LateFall,1,,Fall,4/19/2014 20:00
C140147CVP,4/19/2014,76,294,Fall/LateFall,0.98,,Fall,4/19/2014 16:00
C140151CVP,4/19/2014,76,294,Fall/LateFall,1,,Fall,4/19/2014 20:00
C140148CVP,4/19/2014,80,294,Fall/LateFall,0.98,,Fall,4/19/2014 16:00
C140150CVP,4/19/2014,82,294,Fall/LateFall,0.96,,Fall,4/19/2014 18:00
C140149CVP,4/19/2014,88,294,Fall/LateFall,0.91,,Spring,4/19/2014 18:00
C140158CVP,4/20/2014,85,294,Fall/LateFall,0.98,,Spring,4/20/2014 2:00
C140159CVP,4/20/2014,68,295,Fall/LateFall,1,,Fall,4/20/2014 18:00
C140160CVP,4/21/2014,84,295,Fall/LateFall,0.99,,Spring,4/21/2014 2:00
C140163CVP,4/21/2014,85,295,Fall/LateFall,1,,Spring,4/21/2014 4:00
C140161CVP,4/21/2014,86,295,Fall/LateFall,0.9,,Spring,4/21/2014 2:00
C140164CVP,4/21/2014,86,295,Spring,0.67,,Spring,4/21/2014 6:00
C140165CVP,4/21/2014,87,295,Fall/LateFall,0.99,,Spring,4/21/2014 6:00
C140162CVP,4/21/2014,88,295,Fall/LateFall,1,,Spring,4/21/2014 4:00
C140166CVP,4/21/2014,88,295,Fall/LateFall,0.65,,Spring,4/21/2014 6:00
C140168CVP,4/21/2014,75,296,Spring,0.92,,Fall,4/21/2014 22:00
C140167CVP,4/21/2014,77,296,Spring,0.98,,Fall,4/21/2014 22:00
C140171CVP,4/22/2014,70,296,Fall/LateFall,1,,Fall,4/22/2014 4:00
C140169CVP,4/22/2014,75,296,Fall/LateFall,0.89,,Fall,4/22/2014 2:00
C140170CVP,4/22/2014,80,296,Fall/LateFall,0.99,,Fall,4/22/2014 2:00
C140173CVP,4/22/2014,80,296,Fall/LateFall,0.99,,Fall,4/22/2014 6:00
C140172CVP,4/22/2014,92,296,Fall/LateFall,1,,Spring,4/22/2014 6:00
C140180CVP,4/22/2014,62,297,Fall/LateFall,1,,Fall,4/22/2014 22:00
C140175CVP,4/22/2014,76,297,Fall/LateFall,1,,Fall,4/22/2014 18:00
C140178CVP,4/22/2014,76,297,Fall/LateFall,1,,Fall,4/22/2014 20:00
C140176CVP,4/22/2014,77,297,Fall/LateFall,0.89,,Fall,4/22/2014 20:00
C140179CVP,4/22/2014,83,297,Fall/LateFall,1,,Fall,4/22/2014 22:00
C140174CVP,4/22/2014,87,297,Fall/LateFall,0.85,,Spring,4/22/2014 16:00
C140188CVP,4/23/2014,70,297,Fall/LateFall,0.96,,Fall,4/23/2014 6:00
C140191CVP,4/23/2014,71,297,Fall/LateFall,0.91,,Fall,4/23/2014 10:00
C140183CVP,4/23/2014,75,297,Fall/LateFall,0.95,,Fall,4/23/2014 4:00
C140184CVP,4/23/2014,75,297,Fall/LateFall,0.99,,Fall,4/23/2014 4:00
C140189CVP,4/23/2014,75,297,Fall/LateFall,1,,Fall,4/23/2014 6:00
C140181CVP,4/23/2014,76,297,Fall/LateFall,1,,Fall,4/23/2014 2:00
C140182CVP,4/23/2014,80,297,Fall/LateFall,1,,Fall,4/23/2014 2:00
C140190CVP,4/23/2014,81,297,Fall/LateFall,0.85,,Fall,4/23/2014 10:00
C140186CVP,4/23/2014,84,297,Fall/LateFall,0.97,,Fall,4/23/2014 6:00
C140185CVP,4/23/2014,85,297,Fall/LateFall,0.99,,Spring,4/23/2014 6:00
C140187CVP,4/23/2014,86,297,Fall/LateFall,1,,Spring,4/23/2014 6:00
C140194CVP,4/23/2014,69,298,Fall/LateFall,1,,Fall,4/23/2014 14:00
C140193CVP,4/23/2014,85,298,Fall/LateFall,0.97,,Spring,4/23/2014 12:00
C140192CVP,4/23/2014,90,298,Fall/LateFall,0.93,,Spring,4/23/2014 12:00
C140195CVP,4/23/2014,91,298,Fall/LateFall,1,,Spring,4/23/2014 16:00
C140196CVP,4/23/2014,92,298,Fall/LateFall,1,,Spring,4/23/2014 16:00
C140197CVP,4/23/2014,96,298,Spring,0.99,,Spring,4/23/2014 16:00
C140202CVP,4/24/2014,70,298,Fall/LateFall,1,,Fall,4/24/2014 6:00
C140200CVP,4/24/2014,78,298,Fall/LateFall,0.72,,Fall,4/24/2014 4:00
C140204CVP,4/24/2014,78,298,Spring,0.96,,Fall,4/24/2014 10:00
C140205CVP,4/24/2014,78,298,Fall/LateFall,0.8,,Fall,4/24/2014 10:00
C140201CVP,4/24/2014,80,298,Fall/LateFall,1,,Fall,4/24/2014 6:00
C140199CVP,4/24/2014,82,298,Fall/LateFall,0.99,,Fall,4/24/2014 2:00
C140198CVP,4/24/2014,84,298,Fall/LateFall,0.99,,Fall,4/24/2014 2:00
C140203CVP,4/24/2014,86,298,Fall/LateFall,0.68,,Spring,4/24/2014 10:00
C140206CVP,4/25/2014,83,299,Spring,0.64,,Fall,4/25/2014 2:00
C140207CVP,4/25/2014,83,299,Fall/LateFall,0.62,,Fall,4/25/2014 6:00
C140213CVP,4/26/2014,73,301,Unassigned,0.52,,Fall,4/26/2014 14:00
C140219CVP,4/26/2014,74,301,Fall/LateFall,0.76,,Fall,4/26/2014 16:00
C140220CVP,4/26/2014,75,301,Fall/LateFall,0.99,,Fall,4/26/2014 16:00
