ID,SampleDate,ForkLength,Julian,GeneticID,PosProb,Ots28,LengthByDate,FieldID
C180438DLC,2018-04-20,75,294,Fall/LateFall,0.9999,,Fall,C18-327
C180439DLC,2018-04-20,77,294,Fall/LateFall,0.9935,,Fall,C18-328
C180440DLC,2018-04-20,82,294,Fall/LateFall,0.9973,,Fall,C18-329
C180441DLC,2018-04-20,82,294,Fall/LateFall,0.9834,,Fall,C18-330
C180228DLC,2018-04-21,84,295,Fall/LateFall,0.9544,,Spring,C18-333
C180229DLC,2018-04-21,86,295,Fall/LateFall,0.9809,,Spring,C18-334
C180230DLC,2018-04-21,89,295,Fall/LateFall,0.9458,,Spring,C18-337
C180231DLC,2018-04-21,88,295,Fall/LateFall,0.9654,,Spring,C18-342
C180232DLC,2018-04-21,88,295,Fall/LateFall,0.9948,,Spring,C18-343
C180234DLC,2018-04-21,84,295,Fall/LateFall,0.9925,,Spring,C18-347
C180235DLC,2018-04-21,86,295,Fall/LateFall,0.9454,,Spring,C18-348
C180236DLC,2018-04-21,95,295,Fall/LateFall,0.9735,,Spring,C18-349
C180237DLC,2018-04-21,88,295,Fall/LateFall,0.7611,,Spring,C18-350
C180238DLC,2018-04-21,114,295,Fall/LateFall,0.9549,,Winter,C18-356
C180239DLC,2018-04-21,113,295,Fall/LateFall,0.7789,,Winter,C18-357
C180450DLC,2018-04-21,80,295,Fall/LateFall,0.9999,,Fall,C18-344
C180453DLC,2018-04-21,81,295,Fall/LateFall,1,,Fall,C18-352
C180454DLC,2018-04-21,83,295,Fall/LateFall,0.9984,,Fall,C18-353
C180455DLC,2018-04-21,79,295,Fall/LateFall,0.9748,,Fall,C18-354
C180443DLC,2018-04-21,79,295,Fall/LateFall,0.9986,,Fall,C18-332
C180444DLC,2018-04-21,83,295,Fall/LateFall,0.9987,,Fall,C18-335
C180445DLC,2018-04-21,73,295,Fall/LateFall,0.9992,,Fall,C18-336
C180446DLC,2018-04-21,77,295,Fall/LateFall,0.9998,,Fall,C18-338
C180447DLC,2018-04-21,75,295,Fall/LateFall,0.9963,,Fall,C18-339
C180448DLC,2018-04-21,83,295,Fall/LateFall,0.9996,,Fall,C18-340
C180449DLC,2018-04-21,78,295,Fall/LateFall,0.9996,,Fall,C18-341
C180451DLC,2018-04-21,81,295,Fall/LateFall,0.9939,,Fall,C18-345
C180452DLC,2018-04-21,78,295,Fall/LateFall,0.9975,,Fall,C18-351
C180456DLC,2018-04-21,79,295,Fall/LateFall,0.9993,,Fall,C18-355
C180240DLC,2018-04-22,92,296,Fall/LateFall,0.9742,,Spring,C18-358
C180241DLC,2018-04-22,92,296,Fall/LateFall,0.9683,,Spring,C18-359
C180242DLC,2018-04-22,87,296,Fall/LateFall,0.9974,,Spring,C18-360
C180243DLC,2018-04-22,86,296,Fall/LateFall,0.9847,,Spring,C18-361
C180244DLC,2018-04-22,92,296,Fall/LateFall,0.9906,,Spring,C18-362
C180245DLC,2018-04-22,89,296,Fall/LateFall,0.9106,,Spring,C18-364
C180246DLC,2018-04-22,85,296,Fall/LateFall,0.9796,,Spring,C18-365
C180247DLC,2018-04-22,95,296,Fall/LateFall,0.9908,,Spring,C18-366
C180248DLC,2018-04-22,84,296,Fall/LateFall,0.967,,Spring,C18-367
C180249DLC,2018-04-22,84,296,Fall/LateFall,0.8726,,Spring,C18-368
C180457DLC,2018-04-22,83,296,Fall/LateFall,0.9884,,Fall,C18-363
C180462DLC,2018-04-22,82,296,Fall/LateFall,0.9888,,Fall,C18-373
C180467DLC,2018-04-22,75,296,Fall/LateFall,0.9998,,Fall,C18-378
C180469DLC,2018-04-22,77,296,Fall/LateFall,0.9996,,Fall,C18-380
C180458DLC,2018-04-22,77,296,Fall/LateFall,0.9846,,Fall,C18-369
C180459DLC,2018-04-22,75,296,Fall/LateFall,0.9122,,Fall,C18-370
C180460DLC,2018-04-22,81,296,Fall/LateFall,0.9994,,Fall,C18-371
C180461DLC,2018-04-22,78,296,Fall/LateFall,0.9956,,Fall,C18-372
C180463DLC,2018-04-22,76,296,Fall/LateFall,0.9811,,Fall,C18-374
C180464DLC,2018-04-22,78,296,Fall/LateFall,0.9986,,Fall,C18-375
C180465DLC,2018-04-22,74,296,Fall/LateFall,0.9998,,Fall,C18-376
C180466DLC,2018-04-22,83,296,Fall/LateFall,0.9989,,Fall,C18-377
C180468DLC,2018-04-22,78,296,Fall/LateFall,0.9995,,Fall,C18-379
C180470DLC,2018-04-22,80,296,Fall/LateFall,0.9795,,Fall,C18-381
C180250DLC,2018-04-23,94,297,Fall/LateFall,0.9907,,Spring,C18-383
C180251DLC,2018-04-23,88,297,Fall/LateFall,0.9268,,Spring,C18-384
C180252DLC,2018-04-23,86,297,Fall/LateFall,0.8373,,Spring,C18-385
C180253DLC,2018-04-23,94,297,Fall/LateFall,0.9846,,Spring,C18-386
C180254DLC,2018-04-23,88,297,Fall/LateFall,0.9372,,Spring,C18-387
C180255DLC,2018-04-23,93,297,Fall/LateFall,0.9963,,Spring,C18-388
C180256DLC,2018-04-23,95,297,Fall/LateFall,0.9581,,Spring,C18-390
C180257DLC,2018-04-23,101,297,Fall/LateFall,0.8357,,Spring,C18-392
C180258DLC,2018-04-23,92,297,Fall/LateFall,0.9479,,Spring,C18-393
C180259DLC,2018-04-23,97,297,Fall/LateFall,0.9481,,Spring,C18-394
C180471DLC,2018-04-23,77,297,Fall/LateFall,0.9997,,Fall,C18-382
C180476DLC,2018-04-23,83,297,Fall/LateFall,0.9996,,Fall,C18-397
C180477DLC,2018-04-23,84,297,Fall/LateFall,0.9991,,Fall,C18-398
C180478DLC,2018-04-23,78,297,Fall/LateFall,0.8144,,Fall,C18-399
C180479DLC,2018-04-23,82,297,Fall/LateFall,0.9965,,Fall,C18-400
C180480DLC,2018-04-23,82,297,Fall/LateFall,0.9965,,Fall,C18-401
C180482DLC,2018-04-23,83,297,Fall/LateFall,0.9968,,Fall,C18-403
C180483DLC,2018-04-23,80,297,Fall/LateFall,0.9999,,Fall,C18-404
C180484DLC,2018-04-23,81,297,Fall/LateFall,0.9927,,Fall,C18-405
C180472DLC,2018-04-23,84,297,Fall/LateFall,0.9967,,Fall,C18-389
C180473DLC,2018-04-23,80,297,Fall/LateFall,1,,Fall,C18-391
C180474DLC,2018-04-23,80,297,Fall/LateFall,0.999,,Fall,C18-395
C180475DLC,2018-04-23,84,297,Fall/LateFall,0.9968,,Fall,C18-396
C180481DLC,2018-04-23,82,297,Fall/LateFall,0.9994,,Fall,C18-402
C180485DLC,2018-04-23,83,297,Fall/LateFall,0.9966,,Fall,C18-406
C180260DLC,2018-04-24,96,298,Fall/LateFall,0.9899,,Spring,C18-465
C180261DLC,2018-04-24,107,298,Fall/LateFall,0.9649,,Spring,C18-466
C180262DLC,2018-04-24,97,298,Fall/LateFall,0.9871,,Spring,C18-468
C180263DLC,2018-04-24,90,298,Fall/LateFall,0.8837,,Spring,C18-470
C180264DLC,2018-04-24,88,298,Spring,0.6837,,Spring,C18-471
C180265DLC,2018-04-24,97,298,Fall/LateFall,0.9944,,Spring,C18-456
C180266DLC,2018-04-24,99,298,Fall/LateFall,0.9958,,Spring,C18-457
C180267DLC,2018-04-24,94,298,Fall/LateFall,0.9929,,Spring,C18-458
C180268DLC,2018-04-24,94,298,Fall/LateFall,0.9806,,Spring,C18-472
C180269DLC,2018-04-24,98,298,Fall/LateFall,0.9907,,Spring,C18-473
C180487DLC,2018-04-24,78,298,Fall/LateFall,0.999,,Fall,C18-469
C180491DLC,2018-04-24,80,298,Fall/LateFall,0.9997,,Fall,C18-462
C180493DLC,2018-04-24,83,298,Fall/LateFall,0.9999,,Fall,C18-464
C180494DLC,2018-04-24,81,298,Fall/LateFall,0.9849,,Fall,C18-454
C180496DLC,2018-04-24,79,298,Fall/LateFall,0.9996,,Fall,C18-450
C180497DLC,2018-04-24,84,298,Fall/LateFall,0.9493,,Fall,C18-451
C180499DLC,2018-04-24,84,298,Fall/LateFall,0.9993,,Fall,C18-453
C180486DLC,2018-04-24,77,298,Fall/LateFall,0.984,,Fall,C18-467
C180488DLC,2018-04-24,78,298,Fall/LateFall,0.9869,,Fall,C18-459
C180489DLC,2018-04-24,81,298,Fall/LateFall,0.9993,,Fall,C18-460
C180490DLC,2018-04-24,84,298,Fall/LateFall,0.9905,,Fall,C18-461
C180492DLC,2018-04-24,79,298,Fall/LateFall,0.997,,Fall,C18-463
C180495DLC,2018-04-24,82,298,Fall/LateFall,0.9984,,Fall,C18-455
C180498DLC,2018-04-24,80,298,Fall/LateFall,0.9994,,Fall,C18-452
C180500DLC,2018-04-24,83,298,Fall/LateFall,0.9994,,Fall,C18-448
C180270DLC,2018-04-25,87,299,Fall/LateFall,0.9951,,Spring,C18-447
C180271DLC,2018-04-25,94,299,Fall/LateFall,0.9965,,Spring,C18-449
C180272DLC,2018-04-25,94,299,Fall/LateFall,0.9947,,Spring,C18-444
C180273DLC,2018-04-25,90,299,Fall/LateFall,0.9834,,Spring,C18-445
C180274DLC,2018-04-25,98,299,Fall/LateFall,0.9925,,Spring,C18-437
C180275DLC,2018-04-25,87,299,Fall/LateFall,0.9883,,Spring,C18-439
C180276DLC,2018-04-25,93,299,Fall/LateFall,0.9946,,Spring,C18-440
C180277DLC,2018-04-25,87,299,Fall/LateFall,0.9871,,Spring,C18-442
C180278DLC,2018-04-25,86,299,Fall/LateFall,0.9225,,Spring,C18-443
C180279DLC,2018-04-25,94,299,Fall/LateFall,0.9901,,Spring,C18-434
C180501DLC,2018-04-25,80,299,Fall/LateFall,0.9945,,Fall,C18-446
C180506DLC,2018-04-25,77,299,Fall/LateFall,0.9853,,Fall,C18-429
C180508DLC,2018-04-25,82,299,Fall/LateFall,0.9904,,Fall,C18-431
C180509DLC,2018-04-25,84,299,Fall/LateFall,0.9989,,Fall,C18-432
C180510DLC,2018-04-25,80,299,Fall/LateFall,0.9948,,Fall,C18-433
C180513DLC,2018-04-25,76,299,Fall/LateFall,0.9321,,Fall,C18-424
C180502DLC,2018-04-25,75,299,Fall/LateFall,0.9245,,Fall,C18-438
C180503DLC,2018-04-25,80,299,Fall/LateFall,0.9966,,Fall,C18-441
C180504DLC,2018-04-25,81,299,Fall/LateFall,0.9987,,Fall,C18-427
C180505DLC,2018-04-25,80,299,Fall/LateFall,0.9842,,Fall,C18-428
C180507DLC,2018-04-25,83,299,Fall/LateFall,0.9978,,Fall,C18-430
C180511DLC,2018-04-25,84,299,Fall/LateFall,0.9989,,Fall,C18-435
C180512DLC,2018-04-25,82,299,Fall/LateFall,0.996,,Fall,C18-436
C180514DLC,2018-04-25,82,299,Fall/LateFall,0.9992,,Fall,C18-425
C180515DLC,2018-04-25,76,299,Fall/LateFall,0.9959,,Fall,C18-426
C180280DLC,2018-04-27,90,301,Fall/LateFall,0.9904,,Spring,C18-412
C180281DLC,2018-04-27,91,301,Fall/LateFall,0.9816,,Spring,C18-415
C180282DLC,2018-04-27,87,301,Spring,0.9802,,Spring,C18-422
C180285DLC,2018-04-27,93,301,Fall/LateFall,0.9203,,Spring,C18-478
C180287DLC,2018-04-27,90,301,Fall/LateFall,0.939,,Spring,C18-480
C180288DLC,2018-04-27,99,301,Spring,0.9941,,Spring,C18-481
C180289DLC,2018-04-27,90,301,Fall/LateFall,0.5373,,Spring,C18-482
C180516DLC,2018-04-27,78,301,Fall/LateFall,0.9748,,Fall,C18-408
C180517DLC,2018-04-27,81,301,Fall/LateFall,0.9991,,Fall,C18-409
C180519DLC,2018-04-27,80,301,Fall/LateFall,0.9987,,Fall,C18-411
C180522DLC,2018-04-27,79,301,Fall/LateFall,0.9591,,Fall,C18-416
C180525DLC,2018-04-27,79,301,Fall/LateFall,0.9996,,Fall,C18-419
C180526DLC,2018-04-27,81,301,Fall/LateFall,0.9982,,Fall,C18-420
C180530DLC,2018-04-27,85,301,Fall/LateFall,0.9966,,Fall,C18-475
C180518DLC,2018-04-27,77,301,Fall/LateFall,0.9942,,Fall,C18-410
C180520DLC,2018-04-27,83,301,Fall/LateFall,0.9962,,Fall,C18-413
C180521DLC,2018-04-27,80,301,Fall/LateFall,0.9974,,Fall,C18-414
C180523DLC,2018-04-27,82,301,Fall/LateFall,0.9979,,Fall,C18-417
C180524DLC,2018-04-27,84,301,Fall/LateFall,0.9994,,Fall,C18-418
C180527DLC,2018-04-27,83,301,Fall/LateFall,0.9521,,Fall,C18-421
C180529DLC,2018-04-27,79,301,Fall/LateFall,0.9996,,Fall,C18-474
C180290DLC,2018-04-28,89,302,Fall/LateFall,0.9853,,Spring,C18-488
C180292DLC,2018-04-28,98,302,Fall/LateFall,0.9648,,Spring,C18-490
C180293DLC,2018-04-28,88,302,Fall/LateFall,0.9901,,Spring,C18-491
C180294DLC,2018-04-28,90,302,Fall/LateFall,0.885,,Spring,C18-495
C180295DLC,2018-04-28,88,302,Fall/LateFall,0.8501,,Spring,C18-502
C180296DLC,2018-04-28,93,302,Fall/LateFall,0.9819,,Spring,C18-505
C180298DLC,2018-04-28,89,302,Fall/LateFall,0.9777,,Spring,C18-507
C180533DLC,2018-04-28,85,302,Fall/LateFall,0.9998,,Fall,C18-485
C180539DLC,2018-04-28,80,302,Spring,0.724,,Fall,C18-497
C180543DLC,2018-04-28,81,302,Fall/LateFall,0.9977,,Fall,C18-501
C180532DLC,2018-04-28,86,302,Fall/LateFall,0.9865,,Fall,C18-484
C180534DLC,2018-04-28,85,302,Fall/LateFall,0.9998,,Fall,C18-486
C180535DLC,2018-04-28,78,302,Fall/LateFall,0.9998,,Fall,C18-487
C180536DLC,2018-04-28,85,302,Fall/LateFall,0.997,,Fall,C18-493
C180537DLC,2018-04-28,82,302,Fall/LateFall,0.9999,,Fall,C18-494
C180538DLC,2018-04-28,73,302,Fall/LateFall,1,,Fall,C18-496
C180540DLC,2018-04-28,86,302,Fall/LateFall,0.9963,,Fall,C18-498
C180541DLC,2018-04-28,84,302,Fall/LateFall,1,,Fall,C18-499
C180542DLC,2018-04-28,75,302,Fall/LateFall,0.9999,,Fall,C18-500
C180544DLC,2018-04-28,84,302,Fall/LateFall,0.9999,,Fall,C18-503
C180545DLC,2018-04-28,87,302,Fall/LateFall,0.9999,,Fall,C18-504
C180300DLC,2018-04-29,89,303,Fall/LateFall,0.8178,,Spring,C18-509
C180302DLC,2018-04-29,88,303,Fall/LateFall,0.9536,,Spring,C18-513
C180303DLC,2018-04-29,88,303,Fall/LateFall,0.9703,,Spring,C18-517
C180304DLC,2018-04-29,88,303,Fall/LateFall,0.969,,Spring,C18-520
C180306DLC,2018-04-29,91,303,Fall/LateFall,0.9972,,Spring,C18-527
C180308DLC,2018-04-29,89,303,Fall/LateFall,0.9777,,Spring,C18-535
C180552DLC,2018-04-29,86,303,Fall/LateFall,0.9995,,Fall,C18-521
C180553DLC,2018-04-29,87,303,Fall/LateFall,0.985,,Fall,C18-523
C180554DLC,2018-04-29,87,303,Fall/LateFall,0.9996,,Fall,C18-525
C180555DLC,2018-04-29,77,303,Fall/LateFall,0.9941,,Fall,C18-526
C180556DLC,2018-04-29,85,303,Fall/LateFall,0.9998,,Fall,C18-528
C180557DLC,2018-04-29,83,303,Fall/LateFall,0.9976,,Fall,C18-529
C180546DLC,2018-04-29,75,303,Fall/LateFall,0.9371,,Fall,C18-511
C180547DLC,2018-04-29,84,303,Fall/LateFall,0.9652,,Fall,C18-512
C180548DLC,2018-04-29,83,303,Fall/LateFall,0.9883,,Fall,C18-514
C180549DLC,2018-04-29,87,303,Fall/LateFall,0.9388,,Fall,C18-515
C180550DLC,2018-04-29,80,303,Fall/LateFall,0.9999,,Fall,C18-518
C180551DLC,2018-04-29,70,303,Fall/LateFall,1,,Fall,C18-519
C180558DLC,2018-04-29,82,303,Fall/LateFall,0.9994,,Fall,C18-531
C180559DLC,2018-04-29,82,303,Fall/LateFall,0.9999,,Fall,C18-533
C180560DLC,2018-04-29,77,303,Fall/LateFall,0.9883,,Fall,C18-534
C180309DLC,2018-04-30,89,304,Fall/LateFall,0.9871,,Spring,C18-547
C180310DLC,2018-04-30,95,304,Fall/LateFall,0.9921,,Spring,C18-548
C180311DLC,2018-04-30,93,304,Fall/LateFall,0.9519,,Spring,C18-553
C180312DLC,2018-04-30,95,304,Fall/LateFall,0.9532,,Spring,C18-554
C180313DLC,2018-04-30,93,304,Fall/LateFall,0.983,,Spring,C18-555
C180314DLC,2018-04-30,94,304,Fall/LateFall,0.9836,,Spring,C18-556
C180315DLC,2018-04-30,89,304,Fall/LateFall,0.9862,,Spring,C18-557
C180316DLC,2018-04-30,94,304,Fall/LateFall,0.9707,,Spring,C18-558
C180317DLC,2018-04-30,90,304,Fall/LateFall,0.9845,,Spring,C18-559
C180562DLC,2018-04-30,77,304,Fall/LateFall,0.9981,,Fall,C18-537
C180565DLC,2018-04-30,86,304,Fall/LateFall,0.9997,,Fall,C18-540
C180566DLC,2018-04-30,77,304,Fall/LateFall,0.9998,,Fall,C18-541
C180569DLC,2018-04-30,83,304,Fall/LateFall,0.9662,,Fall,C18-544
C180571DLC,2018-04-30,81,304,Fall/LateFall,0.9926,,Fall,C18-546
C180561DLC,2018-04-30,73,304,Fall/LateFall,0.9953,,Fall,C18-536
C180563DLC,2018-04-30,60,304,Fall/LateFall,1,,Fall,C18-538
C180564DLC,2018-04-30,85,304,Fall/LateFall,1,,Fall,C18-539
C180567DLC,2018-04-30,85,304,Fall/LateFall,0.9997,,Fall,C18-542
C180568DLC,2018-04-30,83,304,Fall/LateFall,0.9999,,Fall,C18-543
C180570DLC,2018-04-30,81,304,Fall/LateFall,1,,Fall,C18-545
C180572DLC,2018-04-30,77,304,Fall/LateFall,0.9989,,Fall,C18-549
C180573DLC,2018-04-30,86,304,Fall/LateFall,0.9975,,Fall,C18-550
C180574DLC,2018-04-30,88,304,Fall/LateFall,1,,Fall,C18-551
C180575DLC,2018-04-30,88,304,Fall/LateFall,0.9996,,Fall,C18-552
C180318DLC,2018-05-01,90,305,Fall/LateFall,0.9462,,Spring,C18-570
C180319DLC,2018-05-01,91,305,Fall/LateFall,0.9928,,Spring,C18-571
C180320DLC,2018-05-01,89,305,Spring,0.9579,,Spring,C18-572
C180321DLC,2018-05-01,90,305,Fall/LateFall,0.9766,,Spring,C18-573
C180322DLC,2018-05-01,94,305,Fall/LateFall,0.9908,,Spring,C18-574
C180325DLC,2018-05-01,90,305,Fall/LateFall,0.9748,,Spring,C18-577
C180577DLC,2018-05-01,84,305,Fall/LateFall,0.9991,,Fall,C18-561
C180579DLC,2018-05-01,80,305,Fall/LateFall,0.9966,,Fall,C18-563
C180583DLC,2018-05-01,86,305,Fall/LateFall,0.9963,,Fall,C18-567
C180576DLC,2018-05-01,75,305,Fall/LateFall,0.9999,,Fall,C18-560
C180578DLC,2018-05-01,86,305,Fall/LateFall,0.998,,Fall,C18-562
C180580DLC,2018-05-01,81,305,Fall/LateFall,1,,Fall,C18-564
C180581DLC,2018-05-01,86,305,Fall/LateFall,0.9941,,Fall,C18-565
C180582DLC,2018-05-01,85,305,Fall/LateFall,0.9955,,Fall,C18-566
C180584DLC,2018-05-01,84,305,Fall/LateFall,1,,Fall,C18-568
C180585DLC,2018-05-01,78,305,Fall/LateFall,0.9823,,Fall,C18-569
C180328DLC,2018-05-02,96,306,Fall/LateFall,0.9978,,Spring,C18-590
C180329DLC,2018-05-02,92,306,Fall/LateFall,0.9102,,Spring,C18-591
C180330DLC,2018-05-02,90,306,Fall/LateFall,0.9785,,Spring,C18-592
C180332DLC,2018-05-02,93,306,Fall/LateFall,0.9064,,Spring,C18-594
C180587DLC,2018-05-02,81,306,Fall/LateFall,0.991,,Fall,C18-581
C180588DLC,2018-05-02,84,306,Fall/LateFall,0.9997,,Fall,C18-582
C180589DLC,2018-05-02,78,306,Fall/LateFall,0.9929,,Fall,C18-583
C180590DLC,2018-05-02,86,306,Fall/LateFall,0.9989,,Fall,C18-584
C180591DLC,2018-05-02,76,306,Fall/LateFall,0.9857,,Fall,C18-585
C180594DLC,2018-05-02,85,306,Fall/LateFall,0.9991,,Fall,C18-588
C180595DLC,2018-05-02,80,306,Fall/LateFall,0.9931,,Fall,C18-589
C180586DLC,2018-05-02,82,306,Fall/LateFall,0.9991,,Fall,C18-580
C180592DLC,2018-05-02,83,306,Fall/LateFall,0.9926,,Fall,C18-586
C180593DLC,2018-05-02,89,306,Fall/LateFall,0.9999,,Fall,C18-587
C180597DLC,2018-05-03,87,307,Fall/LateFall,0.9963,,Fall,C18-596
C180598DLC,2018-05-03,83,307,Fall/LateFall,0.9999,,Fall,C18-597
C180599DLC,2018-05-03,76,307,Fall/LateFall,0.9988,,Fall,C18-598
C180601DLC,2018-05-03,83,307,Fall/LateFall,0.9994,,Fall,C18-600
C180602DLC,2018-05-03,87,307,Fall/LateFall,0.9998,,Fall,C18-601
C180603DLC,2018-05-03,83,307,Fall/LateFall,0.9564,,Fall,C18-602
C180604DLC,2018-05-03,83,307,Fall/LateFall,0.9989,,Fall,C18-603
C180605DLC,2018-05-03,86,307,Fall/LateFall,0.9704,,Fall,C18-604
C180596DLC,2018-05-03,86,307,Fall/LateFall,0.9974,,Fall,C18-595
C180600DLC,2018-05-03,87,307,Fall/LateFall,0.9995,,Fall,C18-599
C180333DLC,2018-05-07,95,311,Fall/LateFall,0.9913,,Spring,C18-615
C180334DLC,2018-05-07,93,311,Fall/LateFall,0.9866,,Spring,C18-616
C180335DLC,2018-05-07,94,311,Fall/LateFall,0.9976,,Spring,C18-617
C180337DLC,2018-05-07,95,311,Fall/LateFall,0.9884,,Spring,C18-619
C180338DLC,2018-05-07,95,311,Fall/LateFall,0.9806,,Spring,C18-620
C180606DLC,2018-05-07,88,311,Fall/LateFall,0.998,,Fall,C18-605
C180610DLC,2018-05-07,84,311,Fall/LateFall,0.9732,,Fall,C18-609
C180612DLC,2018-05-07,85,311,Fall/LateFall,0.9922,,Fall,C18-611
C180614DLC,2018-05-07,85,311,Fall/LateFall,0.9925,,Fall,C18-613
C180615DLC,2018-05-07,83,311,Fall/LateFall,0.9991,,Fall,C18-614
C180608DLC,2018-05-07,82,311,Fall/LateFall,1,,Fall,C18-607
C180609DLC,2018-05-07,87,311,Fall/LateFall,0.9969,,Fall,C18-608
C180611DLC,2018-05-07,87,311,Fall/LateFall,0.9998,,Fall,C18-610
C180613DLC,2018-05-07,82,311,Fall/LateFall,0.9999,,Fall,C18-612
C180618DLC,2018-05-09,83,313,Fall/LateFall,0.999,,Fall,C18-623
C180619DLC,2018-05-09,82,313,Fall/LateFall,0.9985,,Fall,C18-624
C180620DLC,2018-05-09,91,313,Fall/LateFall,0.9992,,Fall,C18-625
C180621DLC,2018-05-09,80,313,Fall/LateFall,0.9997,,Fall,C18-626
C180622DLC,2018-05-09,89,313,Fall/LateFall,0.999,,Fall,C18-627
C180623DLC,2018-05-09,85,313,Fall/LateFall,0.9994,,Fall,C18-628
C180616DLC,2018-05-09,89,313,Fall/LateFall,0.9999,,Fall,C18-621
C180617DLC,2018-05-09,85,313,Fall/LateFall,0.9993,,Fall,C18-622
C180624DLC,2018-05-09,82,313,Fall/LateFall,0.9985,,Fall,C18-629
C180625DLC,2018-05-09,81,313,Fall/LateFall,0.9995,,Fall,C18-630
C180626DLC,2018-05-11,83,315,Fall/LateFall,0.9981,,Fall,C18-631
C180627DLC,2018-05-11,90,315,Fall/LateFall,0.998,,Fall,C18-632
C180628DLC,2018-05-11,70,315,Fall/LateFall,0.9999,,Fall,C18-633
C180629DLC,2018-05-11,83,315,Fall/LateFall,0.9944,,Fall,C18-634
C180630DLC,2018-05-11,85,315,Fall/LateFall,0.9968,,Fall,C18-635
C180631DLC,2018-05-11,90,315,Fall/LateFall,1,,Fall,C18-636
C180637DLC,2018-05-13,90,317,Fall/LateFall,0.9986,,Fall,C18-642
C180638DLC,2018-05-13,89,317,Fall/LateFall,0.9912,,Fall,C18-643
C180639DLC,2018-05-13,90,317,Fall/LateFall,0.9975,,Fall,C18-644
C180641DLC,2018-05-13,84,317,Fall/LateFall,0.9995,,Fall,C18-646
C180642DLC,2018-05-13,88,317,Fall/LateFall,0.8977,,Fall,C18-647
C180643DLC,2018-05-13,95,317,Fall/LateFall,0.9979,,Fall,C18-648
C180644DLC,2018-05-13,93,317,Fall/LateFall,0.9993,,Fall,C18-649
C180645DLC,2018-05-13,88,317,Fall/LateFall,0.9979,,Fall,C18-650
C180632DLC,2018-05-13,82,317,Fall/LateFall,1,,Fall,C18-637
C180633DLC,2018-05-13,85,317,Fall/LateFall,0.9998,,Fall,C18-638
C180634DLC,2018-05-13,95,317,Fall/LateFall,0.9995,,Fall,C18-639
C180635DLC,2018-05-13,87,317,Fall/LateFall,0.9999,,Fall,C18-640
C180636DLC,2018-05-13,90,317,Fall/LateFall,0.9985,,Fall,C18-641
C180640DLC,2018-05-13,76,317,Fall/LateFall,0.9926,,Fall,C18-645
C180646DLC,2018-05-13,95,317,Fall/LateFall,0.9996,,Fall,C18-651
C180647DLC,2018-05-14,86,318,Fall/LateFall,0.9986,,Fall,C18-653
C180648DLC,2018-05-14,85,318,Fall/LateFall,0.9979,,Fall,C18-654
C180649DLC,2018-05-14,90,318,Fall/LateFall,0.727,,Fall,C18-655
C180650DLC,2018-05-14,90,318,Fall/LateFall,0.9981,,Fall,C18-656
C180651DLC,2018-05-14,80,318,Fall/LateFall,0.9989,,Fall,C18-657
C180654DLC,2018-05-14,81,318,Fall/LateFall,0.9998,,Fall,C18-660
C180652DLC,2018-05-14,90,318,Fall/LateFall,0.9999,,Fall,C18-658
C180653DLC,2018-05-14,94,318,Fall/LateFall,0.9998,,Fall,C18-659
C180655DLC,2018-05-14,79,318,Fall/LateFall,0.9986,,Fall,C18-661
C180656DLC,2018-05-14,89,318,Fall/LateFall,0.9991,,Fall,C18-662
C180340DLC,2018-05-15,100,319,Fall/LateFall,0.9825,,Spring,C18-665
C180341DLC,2018-05-15,103,319,Fall/LateFall,0.8624,,Spring,C18-674
C180657DLC,2018-05-15,93,319,Fall/LateFall,0.9987,,Fall,C18-663
C180660DLC,2018-05-15,79,319,Fall/LateFall,0.9987,,Fall,C18-667
C180664DLC,2018-05-15,88,319,Fall/LateFall,0.9706,,Fall,C18-671
C180665DLC,2018-05-15,88,319,Fall/LateFall,0.9983,,Fall,C18-672
C180658DLC,2018-05-15,86,319,Fall/LateFall,0.9777,,Fall,C18-664
C180659DLC,2018-05-15,90,319,Fall/LateFall,0.9998,,Fall,C18-666
C180661DLC,2018-05-15,87,319,Fall/LateFall,1,,Fall,C18-668
C180662DLC,2018-05-15,88,319,Fall/LateFall,0.9998,,Fall,C18-669
C180663DLC,2018-05-15,90,319,Fall/LateFall,0.9997,,Fall,C18-670
C180666DLC,2018-05-15,76,319,Fall/LateFall,1,,Fall,C18-673
C180342DLC,2018-05-16,102,320,Fall/LateFall,0.9678,,Spring,C18-679
C180343DLC,2018-05-16,104,320,Fall/LateFall,0.9907,,Spring,C18-684
C180671DLC,2018-05-16,97,320,Fall/LateFall,0.9973,,Fall,C18-680
C180676DLC,2018-05-16,82,320,Fall/LateFall,0.997,,Fall,C18-686
C180667DLC,2018-05-16,86,320,Fall/LateFall,1,,Fall,C18-675
C180668DLC,2018-05-16,95,320,Fall/LateFall,1,,Fall,C18-676
C180669DLC,2018-05-16,80,320,Fall/LateFall,0.9992,,Fall,C18-677
C180670DLC,2018-05-16,95,320,Fall/LateFall,0.9962,,Fall,C18-678
C180672DLC,2018-05-16,82,320,Fall/LateFall,0.9997,,Fall,C18-681
C180673DLC,2018-05-16,79,320,Fall/LateFall,0.9999,,Fall,C18-682
C180674DLC,2018-05-16,98,320,Fall/LateFall,0.9983,,Fall,C18-683
C180675DLC,2018-05-16,86,320,Fall/LateFall,0.9999,,Fall,C18-685
